Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
M17054,1,299.6,308.9,1568,35.3,77,0,0,0,0,0,0
L49375,0,299.6,308.9,1613,30.8,80,0,0,0,0,0,0
M17056,1,299.7,308.9,1551,35.4,82,0,0,0,0,0,0
L49377,0,299.7,309.0,1412,49.2,85,0,0,0,0,0,0
M17058,1,299.7,308.9,1478,41.0,87,0,0,0,0,0,0
M17059,1,299.8,309.1,1268,58.0,90,0,0,0,0,0,0
L49380,0,299.8,309.1,1546,35.6,93,0,0,0,0,0,0
L49381,0,299.8,309.0,1567,36.1,95,0,0,0,0,0,0
M17062,1,299.9,309.2,1548,35.7,97,0,0,0,0,0,0
L49383,0,299.8,309.0,1614,30.8,100,0,0,0,0,0,0
M17064,1,299.7,309.1,1352,46.1,102,0,0,0,0,0,0
L49385,0,299.9,309.2,1624,34.6,105,0,0,0,0,0,0
L49386,0,299.9,309.2,1436,52.0,107,0,0,0,0,0,0
L49387,0,299.8,309.2,1591,37.5,109,0,0,0,0,0,0
H31622,2,299.8,309.2,1435,42.6,111,0,0,0,0,0,0
L49389,0,299.8,309.3,1386,49.4,116,0,0,0,0,0,0
L49390,0,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
M17071,1,299.6,309.0,1245,64.0,120,0,0,0,0,0,0
L49392,0,299.7,309.1,1475,40.0,123,0,0,0,0,0,0
L49393,0,299.7,309.1,1473,39.4,125,0,0,0,0,0,0
H31628,2,299.7,309.2,1355,44.8,127,0,0,0,0,0,0
H31629,2,299.7,309.2,1468,49.6,132,0,0,0,0,0,0
L49396,0,299.7,309.2,1645,30.8,137,0,0,0,0,0,0
L49397,0,299.7,309.1,1347,55.3,139,0,0,0,0,0,0
L49398,0,299.7,309.1,1713,33.5,141,0,0,0,0,0,0
M17079,1,299.6,309.1,1435,48.4,143,0,0,0,0,0,0
M17080,1,299.6,309.0,1736,26.1,146,0,0,0,0,0,0
L49401,0,299.6,309.0,1372,60.4,149,0,0,0,0,0,0
L49402,0,299.7,309.0,1605,33.0,151,0,0,0,0,0,0
L49403,0,299.6,309.0,1413,48.5,153,0,0,0,0,0,0
M17084,1,299.7,309.0,1645,31.9,155,0,0,0,0,0,0
M17085,1,299.7,309.0,1465,49.0,158,0,0,0,0,0,0
M17086,1,299.6,308.9,1685,27.8,161,0,0,0,0,0,0
L49407,0,299.5,308.8,1965,20.4,164,0,0,0,0,0,0
H31642,2,299.4,308.6,1542,41.8,166,0,0,0,0,0,0
L49409,0,299.4,308.7,1681,30.8,171,0,0,0,0,0,0
L49410,0,299.5,308.7,1446,45.7,173,0,0,0,0,0,0
L49411,0,299.4,308.6,1415,56.4,175,0,0,0,0,0,0
L49412,0,299.5,308.6,1672,30.5,177,0,0,0,0,0,0
L49413,0,299.5,308.7,2549,13.0,179,1,0,0,1,0,0
L49414,0,299.4,308.6,1492,40.5,181,0,0,0,0,0,0
M17095,1,299.4,308.6,1455,42.7,183,0,0,0,0,0,0
M17096,1,299.3,308.5,1422,43.1,186,0,0,0,0,0,0
L49417,0,299.3,308.6,1403,50.6,189,0,0,0,0,0,0
L49418,0,299.3,308.6,1474,49.6,191,0,0,0,0,0,0
L49419,0,299.2,308.6,1381,50.0,193,0,0,0,0,0,0
L49420,0,299.2,308.5,1457,44.7,195,0,0,0,0,0,0
L49421,0,299.2,308.4,1711,28.9,197,0,0,0,0,0,0
L49422,0,299.2,308.4,1667,29.0,199,0,0,0,0,0,0
L49423,0,299.2,308.4,1465,35.0,201,0,0,0,0,0,0
M17104,1,299.3,308.4,1542,37.5,203,1,1,0,0,0,0
M17105,1,299.3,308.4,1438,42.3,0,0,0,0,0,0,0
L49426,0,299.3,308.4,1406,47.4,3,0,0,0,0,0,0
M17107,1,299.2,308.4,1396,48.5,5,0,0,0,0,0,0
M17108,1,299.3,308.5,1304,60.6,8,0,0,0,0,0,0
L49429,0,299.2,308.5,1442,46.5,11,0,0,0,0,0,0
M17110,1,299.2,308.4,1396,48.7,13,0,0,0,0,0,0
H31665,2,299.1,308.3,1424,43.4,16,0,0,0,0,0,0
H31666,2,299.1,308.3,1451,42.8,21,0,0,0,0,0,0
L49433,0,299.2,308.4,1386,54.1,26,0,0,0,0,0,0
L49434,0,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
L49435,0,299.1,308.3,1559,33.7,30,0,0,0,0,0,0
L49436,0,299.1,308.3,1489,38.1,32,0,0,0,0,0,0
L49437,0,299.1,308.3,1892,25.2,34,0,0,0,0,0,0
L49438,0,299.1,308.2,1319,60.3,36,0,0,0,0,0,0
L49439,0,299.1,308.3,1431,52.3,38,0,0,0,0,0,0
H31674,2,299.1,308.3,1521,36.5,40,0,0,0,0,0,0
M17121,1,299.1,308.2,1435,45.2,45,0,0,0,0,0,0
L49442,0,299.1,308.3,1533,42.4,48,0,0,0,0,0,0
M17123,1,299.2,308.4,1529,43.0,50,0,0,0,0,0,0
M17124,1,299.2,308.4,1415,43.5,53,0,0,0,0,0,0
M17125,1,299.2,308.4,1330,51.2,56,0,0,0,0,0,0
L49446,0,299.2,308.5,1381,60.6,59,0,0,0,0,0,0
L49447,0,299.2,308.5,1370,52.4,61,0,0,0,0,0,0
L49448,0,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
L49449,0,299.3,308.6,1314,48.2,65,0,0,0,0,0,0
L49450,0,299.3,308.6,1437,48.1,67,0,0,0,0,0,0
L49451,0,299.2,308.5,1821,26.1,69,0,0,0,0,0,0
M17132,1,299.3,308.6,1448,52.1,71,0,0,0,0,0,0
L49453,0,299.3,308.5,1589,32.7,74,0,0,0,0,0,0
L49454,0,299.3,308.6,1520,33.7,76,0,0,0,0,0,0
L49455,0,299.3,308.6,1605,37.0,78,0,0,0,0,0,0
L49456,0,299.3,308.7,1393,54.2,80,0,0,0,0,0,0
H31691,2,299.3,308.7,1408,44.4,82,0,0,0,0,0,0
M17138,1,299.3,308.7,1459,35.6,87,0,0,0,0,0,0
L49459,0,299.4,308.7,1525,39.0,90,0,0,0,0,0,0
L49460,0,299.4,308.8,1390,57.0,92,0,0,0,0,0,0
L49461,0,299.3,308.7,1536,38.9,94,0,0,0,0,0,0
L49462,0,299.4,308.7,1459,47.6,96,0,0,0,0,0,0
L49463,0,299.2,308.5,1387,51.1,98,0,0,0,0,0,0
L49464,0,299.2,308.5,1378,53.4,100,0,0,0,0,0,0
L49465,0,299.4,308.7,1381,56.7,102,0,0,0,0,0,0
M17146,1,299.4,308.7,1289,60.5,104,0,0,0,0,0,0
L49467,0,299.4,308.6,1746,26.8,107,0,0,0,0,0,0
M17148,1,299.4,308.6,1541,39.1,109,0,0,0,0,0,0
L49469,0,299.4,308.7,1504,37.8,112,0,0,0,0,0,0
M17150,1,299.5,308.7,1321,51.9,114,0,0,0,0,0,0
M17151,1,299.5,308.8,1886,20.9,117,0,0,0,0,0,0
L49472,0,299.6,308.9,1422,53.2,120,0,0,0,0,0,0
L49473,0,299.5,308.9,1520,38.3,122,0,0,0,0,0,0
L49474,0,299.4,308.8,1627,32.6,124,0,0,0,0,0,0
L49475,0,299.4,308.7,1512,37.2,126,0,0,0,0,0,0
L49476,0,299.4,308.7,1553,42.7,128,0,0,0,0,0,0
L49477,0,299.3,308.7,1802,26.0,130,0,0,0,0,0,0
L49478,0,299.3,308.6,1482,37.6,132,0,0,0,0,0,0
L49479,0,299.4,308.7,1446,62.9,134,1,0,0,1,0,0
L49480,0,299.3,308.6,1371,50.5,136,0,0,0,0,0,0
M17161,1,299.2,308.6,1586,35.7,138,0,0,0,0,0,0
L49482,0,299.2,308.5,1515,39.8,141,0,0,0,0,0,0
L49483,0,299.2,308.5,1374,53.6,143,0,0,0,0,0,0
L49484,0,299.1,308.5,1455,39.8,145,0,0,0,0,0,0
H31719,2,299.2,308.5,1342,47.5,147,0,0,0,0,0,0
L49486,0,299.1,308.6,1260,57.8,152,0,0,0,0,0,0
H31721,2,299.0,308.5,1623,33.5,154,0,0,0,0,0,0
L49488,0,299.1,308.5,1371,55.5,159,0,0,0,0,0,0
L49489,0,299.1,308.6,1611,31.4,161,0,0,0,0,0,0
M17170,1,299.0,308.4,1535,47.5,163,0,0,0,0,0,0
M17171,1,299.1,308.6,1491,38.5,166,0,0,0,0,0,0
M17172,1,299.1,308.6,1441,36.2,169,0,0,0,0,0,0
M17173,1,299.1,308.8,1725,26.6,172,0,0,0,0,0,0
L49494,0,299.2,308.9,1368,47.2,175,0,0,0,0,0,0
L49495,0,299.2,308.9,1526,37.9,177,0,0,0,0,0,0
L49496,0,299.2,308.8,1542,39.2,179,0,0,0,0,0,0
L49497,0,299.2,308.8,1605,31.1,181,0,0,0,0,0,0
L49498,0,299.2,308.8,1405,51.4,183,0,0,0,0,0,0
M17179,1,299.2,308.8,1700,33.5,185,0,0,0,0,0,0
H31734,2,299.2,308.8,1440,39.1,188,0,0,0,0,0,0
M17181,1,299.2,308.8,1314,52.5,193,0,0,0,0,0,0
L49502,0,299.2,308.7,1514,41.9,196,0,0,0,0,0,0
M17183,1,299.2,308.7,1401,47.0,198,0,0,0,0,0,0
L49504,0,299.3,308.8,1636,29.9,201,0,0,0,0,0,0
L49505,0,299.3,308.8,1603,33.9,203,0,0,0,0,0,0
M17186,1,299.4,308.7,1487,52.6,205,0,0,0,0,0,0
M17187,1,299.3,308.7,1420,50.3,208,0,0,0,0,0,0
L49508,0,299.3,308.7,1579,36.3,211,0,0,0,0,0,0
L49509,0,299.3,308.7,1484,40.5,213,0,0,0,0,0,0
M17190,1,299.3,308.7,1390,49.3,215,0,0,0,0,0,0
L49511,0,299.3,308.6,1384,53.6,218,1,0,0,0,1,0
L49512,0,299.2,308.5,1378,50.4,220,1,0,0,0,1,0
L49513,0,299.2,308.5,1445,45.2,222,0,0,0,0,0,0
L49514,0,299.2,308.4,1445,43.5,224,0,0,0,0,0,0
L49515,0,299.2,308.4,1509,39.4,0,0,0,0,0,0,0
L49516,0,299.2,308.4,1434,46.8,2,0,0,0,0,0,0
L49517,0,299.2,308.4,1877,23.9,4,0,0,0,0,0,0
L49518,0,299.3,308.3,1651,28.0,6,0,0,0,0,0,0
L49519,0,299.2,308.2,1466,41.3,8,0,0,0,0,0,0
L49520,0,299.1,308.1,1479,40.7,10,0,0,0,0,0,0
L49521,0,299.1,308.2,1409,46.4,12,0,0,0,0,0,0
M17202,1,299.2,308.2,1674,28.2,14,0,0,0,0,0,0
L49523,0,299.1,308.3,1305,61.4,17,0,0,0,0,0,0
M17204,1,299.2,308.3,1755,26.4,19,0,0,0,0,0,0
L49525,0,299.2,308.4,1475,38.7,22,0,0,0,0,0,0
L49526,0,299.2,308.4,1402,47.7,24,0,0,0,0,0,0
L49527,0,299.2,308.3,1410,43.0,26,0,0,0,0,0,0
L49528,0,299.2,308.4,1436,41.8,28,0,0,0,0,0,0
M17209,1,299.3,308.5,1386,42.2,30,0,0,0,0,0,0
L49530,0,299.3,308.6,1744,26.4,33,0,0,0,0,0,0
L49531,0,299.2,308.4,1393,48.4,35,0,0,0,0,0,0
M17212,1,299.3,308.5,1422,45.4,37,0,0,0,0,0,0
L49533,0,299.2,308.4,1841,22.8,40,0,0,0,0,0,0
L49534,0,299.3,308.6,1433,37.7,42,0,0,0,0,0,0
M17215,1,299.3,308.5,1305,60.6,44,0,0,0,0,0,0
H31770,2,299.3,308.6,1498,39.5,47,0,0,0,0,0,0
L49537,0,299.3,308.5,1772,26.1,52,0,0,0,0,0,0
M17218,1,299.2,308.4,1381,42.5,54,0,0,0,0,0,0
L49539,0,299.3,308.5,1413,38.5,57,0,0,0,0,0,0
H31774,2,299.2,308.4,1388,53.2,59,0,0,0,0,0,0
M17221,1,299.2,308.6,1631,35.4,64,0,0,0,0,0,0
H31776,2,299.3,308.6,1520,41.4,67,0,0,0,0,0,0
L49543,0,299.3,308.5,1510,45.4,72,0,0,0,0,0,0
L49544,0,299.2,308.5,1366,49.7,74,0,0,0,0,0,0
L49545,0,299.4,308.5,1845,22.9,76,0,0,0,0,0,0
L49546,0,299.3,308.5,1485,44.7,78,0,0,0,0,0,0
M17227,1,299.3,308.5,1496,39.4,80,0,0,0,0,0,0
M17228,1,299.3,308.4,1468,42.2,83,0,0,0,0,0,0
M17229,1,299.2,308.4,1856,22.7,86,0,0,0,0,0,0
L49550,0,299.2,308.4,1620,34.1,89,0,0,0,0,0,0
L49551,0,299.3,308.5,1409,44.8,91,0,0,0,0,0,0
M17232,1,299.3,308.5,1404,49.4,93,0,0,0,0,0,0
L49553,0,299.2,308.4,1350,51.3,96,0,0,0,0,0,0
M17234,1,299.2,308.4,1538,38.0,98,0,0,0,0,0,0
M17235,1,299.2,308.4,1476,32.7,101,0,0,0,0,0,0
M17236,1,299.2,308.3,1364,51.8,104,0,0,0,0,0,0
M17237,1,299.2,308.3,1582,45.5,107,0,0,0,0,0,0
L49558,0,299.1,308.2,1348,56.1,110,0,0,0,0,0,0
H31793,2,299.1,308.2,1450,46.1,112,0,0,0,0,0,0
L49560,0,299.0,308.1,1242,60.9,117,0,0,0,0,0,0
L49561,0,299.1,308.2,1493,34.9,119,0,0,0,0,0,0
L49562,0,299.1,308.3,1601,31.4,121,0,0,0,0,0,0
L49563,0,299.1,308.2,1568,33.3,123,0,0,0,0,0,0
M17244,1,299.1,308.3,1506,38.0,125,0,0,0,0,0,0
L49565,0,299.1,308.3,1524,34.1,128,0,0,0,0,0,0
L49566,0,299.1,308.4,1543,37.9,130,0,0,0,0,0,0
M17247,1,299.2,308.5,1474,47.2,132,0,0,0,0,0,0
M17248,1,299.2,308.5,1526,37.3,135,0,0,0,0,0,0
L49569,0,299.2,308.5,1867,27.0,138,0,0,0,0,0,0
L49570,0,299.2,308.5,1487,41.2,140,0,0,0,0,0,0
L49571,0,299.2,308.4,1580,32.6,142,0,0,0,0,0,0
L49572,0,299.2,308.5,1340,50.0,144,0,0,0,0,0,0
L49573,0,299.2,308.5,1544,41.6,146,0,0,0,0,0,0
L49574,0,299.2,308.5,1488,40.3,148,0,0,0,0,0,0
M17255,1,299.2,308.5,1742,28.9,150,0,0,0,0,0,0
M17256,1,299.1,308.5,1592,34.2,153,0,0,0,0,0,0
L49577,0,299.2,308.6,1582,38.8,156,0,0,0,0,0,0
L49578,0,299.2,308.5,1490,43.2,158,0,0,0,0,0,0
M17259,1,299.2,308.5,1594,35.8,160,0,0,0,0,0,0
H31814,2,299.2,308.6,1462,55.0,163,0,0,0,0,0,0
M17261,1,299.2,308.6,1367,47.6,168,0,0,0,0,0,0
L49582,0,299.2,308.7,1325,51.0,171,0,0,0,0,0,0
H31817,2,299.2,308.7,1448,51.4,173,0,0,0,0,0,0
M17264,1,299.1,308.7,2008,20.3,178,0,0,0,0,0,0
L49585,0,299.1,308.7,1498,38.9,181,0,0,0,0,0,0
L49586,0,299.1,308.6,1437,41.6,183,0,0,0,0,0,0
M17267,1,299.1,308.6,1499,45.1,185,0,0,0,0,0,0
L49588,0,299.0,308.4,1356,52.6,188,0,0,0,0,0,0
L49589,0,299.1,308.5,1539,46.8,190,0,0,0,0,0,0
L49590,0,299.1,308.5,1689,32.1,192,0,0,0,0,0,0
L49591,0,299.0,308.5,1559,38.1,194,0,0,0,0,0,0
L49592,0,299.1,308.6,1408,46.7,196,0,0,0,0,0,0
L49593,0,299.0,308.5,1886,23.0,198,0,0,0,0,0,0
L49594,0,299.1,308.5,1415,43.4,0,0,0,0,0,0,0
M17275,1,299.1,308.5,1587,35.6,2,0,0,0,0,0,0
L49596,0,299.0,308.4,1571,38.6,5,0,0,0,0,0,0
L49597,0,298.9,308.3,1576,36.6,7,0,0,0,0,0,0
L49598,0,298.9,308.3,1660,34.4,9,0,0,0,0,0,0
M17279,1,298.9,308.2,1328,49.2,11,0,0,0,0,0,0
H31834,2,298.8,308.2,1450,44.7,14,0,0,0,0,0,0
L49601,0,298.9,308.2,2384,15.0,19,0,0,0,0,0,0
L49602,0,298.8,308.2,1443,53.4,21,0,0,0,0,0,0
M17283,1,298.9,308.2,2022,20.0,23,0,0,0,0,0,0
L49604,0,298.9,308.2,1828,23.8,26,0,0,0,0,0,0
L49605,0,298.8,308.1,1472,53.5,28,0,0,0,0,0,0
M17286,1,298.9,308.2,1372,63.6,30,1,0,0,1,0,0
L49607,0,298.9,308.3,1855,23.8,33,0,0,0,0,0,0
M17288,1,299.0,308.3,1377,47.2,35,0,0,0,0,0,0
L49609,0,298.9,308.3,1432,48.9,38,0,0,0,0,0,0
M17290,1,298.9,308.2,1335,47.8,40,0,0,0,0,0,0
M17291,1,298.9,308.2,1411,51.3,43,0,0,0,0,0,0
L49612,0,298.9,308.2,1510,43.5,46,0,0,0,0,0,0
L49613,0,299.0,308.3,1441,44.0,48,0,0,0,0,0,0
M17294,1,299.0,308.2,1358,42.7,50,0,0,0,0,0,0
L49615,0,298.9,308.2,1686,30.4,53,0,0,0,0,0,0
H31850,2,299.0,308.2,1662,30.4,55,0,0,0,0,0,0
L49617,0,299.1,308.3,1426,40.1,60,0,0,0,0,0,0
M17298,1,299.1,308.4,1330,53.6,62,0,0,0,0,0,0
L49619,0,299.1,308.4,1693,31.6,65,0,0,0,0,0,0
L49620,0,299.1,308.4,1426,47.9,67,0,0,0,0,0,0
L49621,0,299.1,308.5,1676,31.0,69,0,0,0,0,0,0
M17302,1,299.1,308.4,1332,51.7,71,0,0,0,0,0,0
L49623,0,299.1,308.5,1647,35.0,74,0,0,0,0,0,0
L49624,0,299.2,308.6,1267,68.2,76,1,0,0,1,0,0
H31859,2,299.2,308.7,1375,55.1,78,0,0,0,0,0,0
L49626,0,299.3,308.6,1422,48.9,83,0,0,0,0,0,0
L49627,0,299.3,308.7,1408,48.7,85,0,0,0,0,0,0
L49628,0,299.4,308.9,1440,42.5,87,0,0,0,0,0,0
L49629,0,299.3,308.8,1772,25.2,89,0,0,0,0,0,0
L49630,0,299.2,308.7,1492,37.8,91,0,0,0,0,0,0
L49631,0,299.2,308.7,1650,30.5,93,0,0,0,0,0,0
M17312,1,299.1,308.6,2329,14.6,95,0,0,0,0,0,0
L49633,0,299.0,308.6,1648,30.8,98,0,0,0,0,0,0
L49634,0,299.0,308.6,1653,31.7,100,0,0,0,0,0,0
L49635,0,299.0,308.6,1946,22.3,102,0,0,0,0,0,0
L49636,0,299.1,308.6,1555,36.6,104,0,0,0,0,0,0
L49637,0,299.0,308.6,1661,32.2,106,0,0,0,0,0,0
L49638,0,299.0,308.6,1434,45.9,108,0,0,0,0,0,0
L49639,0,299.0,308.6,1297,54.2,110,0,0,0,0,0,0
L49640,0,299.0,308.6,1466,46.4,112,0,0,0,0,0,0
M17321,1,298.9,308.6,1517,39.8,114,0,0,0,0,0,0
L49642,0,298.9,308.5,1742,34.5,117,0,0,0,0,0,0
L49643,0,298.9,308.5,1580,39.1,119,0,0,0,0,0,0
M17324,1,298.9,308.5,1534,42.9,121,0,0,0,0,0,0
L49645,0,298.9,308.6,1481,40.7,124,0,0,0,0,0,0
L49646,0,299.0,308.6,1429,37.7,126,0,0,0,0,0,0
M17327,1,298.9,308.6,1574,33.5,128,0,0,0,0,0,0
M17328,1,298.9,308.6,1524,40.4,131,0,0,0,0,0,0
L49649,0,299.0,308.7,1507,37.5,134,0,0,0,0,0,0
L49650,0,298.9,308.5,1467,44.7,136,0,0,0,0,0,0
L49651,0,298.9,308.4,1301,51.1,138,0,0,0,0,0,0
L49652,0,298.9,308.5,1429,55.1,140,0,0,0,0,0,0
M17333,1,298.9,308.5,1555,37.6,142,0,0,0,0,0,0
L49654,0,298.9,308.5,1503,40.6,145,0,0,0,0,0,0
L49655,0,298.9,308.5,1459,43.1,147,0,0,0,0,0,0
H31890,2,298.9,308.4,1449,42.4,149,0,0,0,0,0,0
L49657,0,298.9,308.5,1387,57.3,154,0,0,0,0,0,0
M17338,1,298.9,308.5,1456,50.0,156,0,0,0,0,0,0
L49659,0,299.0,308.5,1604,34.7,159,0,0,0,0,0,0
L49660,0,299.0,308.6,1734,32.4,161,0,0,0,0,0,0
L49661,0,299.0,308.6,1378,47.8,163,0,0,0,0,0,0
L49662,0,298.9,308.7,1504,41.8,165,0,0,0,0,0,0
M17343,1,298.9,308.7,1402,49.8,167,0,0,0,0,0,0
H31898,2,298.8,308.6,1524,37.7,170,0,0,0,0,0,0
L49665,0,298.8,308.6,1593,35.5,175,0,0,0,0,0,0
M17346,1,298.9,308.7,1772,28.4,177,0,0,0,0,0,0
H31901,2,298.9,308.6,1623,31.0,180,0,0,0,0,0,0
L49668,0,298.9,308.7,1356,50.7,185,0,0,0,0,0,0
H31903,2,298.9,308.7,1500,41.6,187,0,0,0,0,0,0
H31904,2,299.1,308.8,1566,46.6,192,0,0,0,0,0,0
L49671,0,299.1,308.9,1445,43.4,197,0,0,0,0,0,0
H31906,2,299.0,308.8,1382,58.5,199,0,0,0,0,0,0
M17353,1,299.0,308.8,1418,45.7,204,0,0,0,0,0,0
L49674,0,299.1,308.8,1329,53.6,207,1,0,0,0,1,0
M17355,1,299.1,308.8,1491,41.0,209,0,0,0,0,0,0
M17356,1,299.2,308.9,1573,37.4,212,0,0,0,0,0,0
M17357,1,299.2,308.9,1521,42.3,215,0,0,0,0,0,0
L49678,0,299.1,308.9,1467,47.2,218,0,0,0,0,0,0
M17359,1,299.1,308.9,1325,48.4,220,0,0,0,0,0,0
L49680,0,299.1,308.9,1617,32.3,223,0,0,0,0,0,0
M17361,1,299.1,308.9,1476,42.7,225,0,0,0,0,0,0
L49682,0,299.2,309.0,1515,48.9,228,1,0,0,0,1,0
L49683,0,299.2,309.0,1408,47.2,0,0,0,0,0,0,0
L49684,0,299.2,309.1,1468,45.6,2,0,0,0,0,0,0
L49685,0,299.2,309.1,1387,48.7,4,0,0,0,0,0,0
M17366,1,299.2,309.1,1503,34.7,6,0,0,0,0,0,0
H31921,2,299.2,309.1,1410,47.1,9,0,0,0,0,0,0
L49688,0,299.0,308.9,1615,30.6,14,0,0,0,0,0,0
L49689,0,299.0,308.9,1511,35.9,16,0,0,0,0,0,0
L49690,0,299.1,309.0,1405,53.8,18,0,0,0,0,0,0
M17371,1,299.0,308.9,1526,41.1,20,0,0,0,0,0,0
L49692,0,298.9,308.8,1530,38.3,23,0,0,0,0,0,0
L49693,0,299.0,308.7,1583,32.5,25,0,0,0,0,0,0
L49694,0,298.9,308.6,2069,18.7,27,0,0,0,0,0,0
L49695,0,298.8,308.5,1490,35.0,29,0,0,0,0,0,0
L49696,0,298.8,308.5,1736,29.0,31,0,0,0,0,0,0
L49697,0,298.8,308.5,1395,44.4,33,0,0,0,0,0,0
M17378,1,298.9,308.6,1425,49.6,35,0,0,0,0,0,0
L49699,0,298.8,308.6,1631,32.4,38,0,0,0,0,0,0
L49700,0,298.8,308.6,1535,41.2,40,0,0,0,0,0,0
L49701,0,298.8,308.6,1584,34.4,42,0,0,0,0,0,0
M17382,1,298.8,308.7,1543,38.2,44,0,0,0,0,0,0
L49703,0,298.8,308.7,1635,35.2,47,0,0,0,0,0,0
M17384,1,298.8,308.7,1446,45.5,49,0,0,0,0,0,0
M17385,1,298.8,308.6,1598,35.1,52,0,0,0,0,0,0
L49706,0,298.8,308.6,1501,35.0,55,0,0,0,0,0,0
L49707,0,298.8,308.5,1450,50.8,57,0,0,0,0,0,0
L49708,0,298.8,308.6,1730,25.9,59,0,0,0,0,0,0
M17389,1,298.8,308.6,1571,33.7,61,0,0,0,0,0,0
L49710,0,298.9,308.7,1438,51.7,64,0,0,0,0,0,0
M17391,1,298.8,308.5,1510,38.7,66,0,0,0,0,0,0
L49712,0,298.9,308.7,1389,44.9,69,0,0,0,0,0,0
L49713,0,298.8,308.7,1490,33.6,71,0,0,0,0,0,0
L49714,0,298.9,308.7,1729,26.6,73,0,0,0,0,0,0
L49715,0,299.0,308.8,1495,38.4,75,0,0,0,0,0,0
L49716,0,298.9,308.8,1281,53.9,77,0,0,0,0,0,0
H31951,2,298.9,308.7,1353,48.1,79,0,0,0,0,0,0
L49718,0,299.1,308.8,1429,50.1,84,0,0,0,0,0,0
L49719,0,299.1,308.8,1413,42.1,86,0,0,0,0,0,0
L49720,0,299.1,308.8,1502,38.3,88,0,0,0,0,0,0
H31955,2,299.1,308.8,1553,32.6,90,0,0,0,0,0,0
H31956,2,299.2,308.9,1712,26.4,95,0,0,0,0,0,0
L49723,0,299.3,309.0,1786,23.5,100,0,0,0,0,0,0
L49724,0,299.2,309.0,1951,21.4,102,0,0,0,0,0,0
M17405,1,299.2,309.0,1541,36.3,104,0,0,0,0,0,0
L49726,0,299.2,309.1,1605,34.3,107,0,0,0,0,0,0
L49727,0,299.2,309.1,1578,38.1,109,0,0,0,0,0,0
M17408,1,299.3,309.2,1440,37.5,111,0,0,0,0,0,0
L49729,0,299.4,309.2,1489,42.3,114,0,0,0,0,0,0
L49730,0,299.4,309.3,1366,48.4,116,0,0,0,0,0,0
L49731,0,299.3,309.2,1541,37.2,118,0,0,0,0,0,0
H31966,2,299.3,309.1,1552,40.7,120,0,0,0,0,0,0
L49733,0,299.3,309.1,1473,40.3,125,0,0,0,0,0,0
L49734,0,299.3,309.1,1531,37.9,127,0,0,0,0,0,0
L49735,0,299.3,309.2,1511,37.2,129,0,0,0,0,0,0
M17416,1,299.3,309.1,1449,47.9,131,0,0,0,0,0,0
M17417,1,299.4,309.1,1440,50.0,134,0,0,0,0,0,0
M17418,1,299.2,309.0,1881,23.9,137,0,0,0,0,0,0
L49739,0,299.3,309.0,1447,50.4,140,0,0,0,0,0,1
M17420,1,299.4,309.1,1326,62.0,142,0,0,0,0,0,0
L49741,0,299.4,309.2,1607,31.7,145,0,0,0,0,0,0
L49742,0,299.3,309.1,1551,39.1,147,0,0,0,0,0,0
L49743,0,299.3,309.1,1496,37.2,149,0,0,0,0,0,0
L49744,0,299.3,309.1,1493,38.0,151,0,0,0,0,0,0
L49745,0,299.4,309.1,1304,50.5,153,0,0,0,0,0,0
M17426,1,299.3,309.0,1420,41.6,155,0,0,0,0,0,0
L49747,0,299.4,309.1,1766,24.6,158,0,0,0,0,0,0
L49748,0,299.6,309.2,1450,43.1,160,0,0,0,0,0,0
H31983,2,299.5,309.2,1872,22.6,162,0,0,0,0,0,0
L49750,0,299.6,309.2,1713,26.5,167,0,0,0,0,0,0
M17431,1,299.5,309.2,1497,40.9,169,0,0,0,0,0,0
M17432,1,299.4,309.1,1352,44.7,172,0,0,0,0,0,0
L49753,0,299.5,309.2,1499,41.5,175,0,0,0,0,0,0
L49754,0,299.5,309.3,1972,19.3,177,0,0,0,0,0,0
L49755,0,299.5,309.3,1422,49.2,179,0,0,0,0,0,0
L49756,0,299.5,309.3,1523,41.5,181,0,0,0,0,0,0
L49757,0,299.5,309.4,1563,41.5,183,0,0,0,0,0,0
L49758,0,299.4,309.3,1391,46.6,185,0,0,0,0,0,0
L49759,0,299.3,309.1,1795,24.7,187,0,0,0,0,0,0
L49760,0,299.3,309.1,1293,53.7,189,0,0,0,0,0,0
L49761,0,299.2,309.1,1345,60.7,191,1,0,0,0,1,0
L49762,0,299.2,309.0,1615,33.7,193,0,0,0,0,0,0
L49763,0,299.2,308.9,1342,50.8,195,0,0,0,0,0,0
L49764,0,299.1,308.8,1502,46.7,197,0,0,0,0,0,0
M17445,1,299.0,308.7,1620,35.4,199,0,0,0,0,0,0
L49766,0,299.0,308.7,1537,42.8,202,0,0,0,0,0,0
L49767,0,299.0,308.7,2248,16.8,204,0,0,0,0,0,0
L49768,0,299.0,308.7,1706,28.6,206,0,0,0,0,0,0
L49769,0,299.0,308.7,2250,16.6,208,0,0,0,0,0,0
L49770,0,299.0,308.7,1396,48.6,0,0,0,0,0,0,0
